Code commune,Nom commune,Code région,Code département,Logements,Établissements,Meilleure estimation des locaux à date,Zones très denses,Engagements L. 33-13 et AMEL,Intentions privées hors engagement L. 33-13,Commune rurale,Commune de montagne,T4 2017prop,T1 2018prop,T2 2018prop,T3 2018prop,T4 2018prop,T1 2019prop,T2 2019prop,T3 2019prop,T4 2019prop,T1 2020prop,T2 2020prop,T3 2020prop,Indicateur_AMEL_AMII
71188,Épertully,27,71,51.46,2,53,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71189,Épervans,27,71,690,34,864,NA,FRTE (AMII),NA,1,NA,0,0,0,0,15.97,23.61,23.96,23.96,41.32,41.32,41.32,41.9,1
71190,Épinac,27,71,1400,54,1454,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71191,Essertenne,27,71,234.84,7,242,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71192,Étang-sur-Arroux,27,71,989,62,1051,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71193,Étrigny,27,71,355.16,10,365,NA,NA,NA,1,NA,0,0,0,0,0,0,4.93,12.33,12.33,12.33,12.33,12.33,0
71194,Farges-lès-Chalon,27,71,307,16,357,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,35.29,49.02,48.74,1
71195,Farges-lès-Mâcon,27,71,115,6,125,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71196,Le Fay,27,71,397.78,6,404,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71198,Flacey-en-Bresse,27,71,263.14,9,272,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71199,Flagy,27,71,114.48,6,120,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71200,Fleury-la-Montagne,27,71,359.72,6,366,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71201,Fley,27,71,125.42,4,129,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71202,Fontaines,27,71,990,54,1044,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71203,Fontenay,27,71,24.68,NA,25,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71204,Fragnes-La Loyère,27,71,580,66,765,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,0,24.44,44.97,44.97,48.1,48.37,66.67,1
71205,Frangy-en-Bresse,27,71,404,10,414,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71206,La Frette,27,71,157.02,4,161,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71207,Fretterans,27,71,164,2,166,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71208,Frontenard,27,71,146.21,6,152,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71209,Frontenaud,27,71,402.36,20,422,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71210,Fuissé,27,71,207.52,39,247,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,46.96,53.04,53.04,1
71212,Génelard,27,71,821.21,41,862,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71213,La Genête,27,71,309,8,317,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71214,Genouilly,27,71,296,14,310,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71215,Gergy,27,71,1144,50,1419,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,0,0,0,0,8.1,8.17,15.01,1
71216,Germagny,27,71,121,8,129,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71217,Germolles-sur-Grosne,27,71,74.47,5,79,NA,DSDH (AMEL),NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71218,Gibles,27,71,381.25,20,401,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71219,Gigny-sur-Saône,27,71,305,10,328,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71220,Gilly-sur-Loire,27,71,286.41,10,296,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71221,Givry,27,71,1880,103,2330,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,6.27,6.27,21.07,26.87,30.09,31.97,33.82,46.65,1
71222,Gourdon,27,71,448.06,19,467,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71223,La Grande-Verrière,27,71,423.07,5,428,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71224,Grandvaux,27,71,64,2,66,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71225,Granges,27,71,202.31,7,209,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71226,Grevilly,27,71,44,1,45,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71227,Grury,27,71,366,9,375,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71228,Guerfand,27,71,87.93,1,89,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71229,Les Guerreaux,27,71,155.94,3,159,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71230,Gueugnon,27,71,4083.73,187,4271,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71231,La Guiche,27,71,335.21,20,355,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71232,Hautefond,27,71,90.46,9,99,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71233,L'Hôpital-le-Mercier,27,71,137.32,6,143,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71234,Huilly-sur-Seille,27,71,200.72,6,207,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71235,Hurigny,27,71,827,38,1025,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,18.83,38.15,38.44,46.63,46.63,46.73,48.98,1
71236,Igé,27,71,447.88,35,483,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,6.63,10.56,22.36,23.19,1
71237,Igornay,27,71,286.17,7,293,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71238,Iguerande,27,71,588.78,25,614,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71239,Issy-l'Évêque,27,71,507.52,19,527,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71240,Jalogny,27,71,211,5,216,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71241,Jambles,27,71,255.55,14,272,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,33.82,33.82,33.82,42.28,1
71242,Joncy,27,71,363,24,387,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71243,Joudes,27,71,207.47,6,213,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71244,Jouvençon,27,71,243.58,6,250,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71245,Jugy,27,71,173.38,3,176,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71246,Juif,27,71,161,1,167,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71247,Jully-lès-Buxy,27,71,174.46,10,184,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71248,Lacrost,27,71,377,8,385,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71249,Laives,27,71,495.49,20,515,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71250,Laizé,27,71,448,25,539,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,8.16,1
71251,Laizy,27,71,354,6,360,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71252,Lalheue,27,71,206,5,215,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71253,Lans,27,71,377,7,433,NA,FRTE (AMII),NA,1,NA,0,0,0,0.23,0.23,0.23,0.23,0.23,27.25,27.25,27.25,27.71,1
71254,Lays-sur-le-Doubs,27,71,118,2,120,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71255,Lesme,27,71,95.56,5,101,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71256,Lessard-en-Bresse,27,71,265.97,12,278,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71257,Lessard-le-National,27,71,250,7,309,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,53.4,53.4,53.4,53.4,53.4,53.4,1
71258,Leynes,27,71,267.65,15,283,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71259,Ligny-en-Brionnais,27,71,212,12,224,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71261,Loisy,27,71,347.74,8,356,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71262,Longepierre,27,71,123,4,128,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71263,Louhans,27,71,3765.92,367,4133,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,8.54,0
71264,Lournand,27,71,220.64,7,228,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,47.81,78.07,82.02,0
71266,Lucenay-l'Évêque,27,71,275.19,11,286,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71267,Lugny,27,71,519.43,54,573,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71268,Lugny-lès-Charolles,27,71,175.88,9,185,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71269,Lux,27,71,977,45,1210,NA,FRTE (AMII),NA,NA,NA,20.17,27.6,28.51,31.74,40.5,40.5,40.5,40.5,41.82,46.03,50.83,54.71,1
71270,Mâcon,27,71,18579,1523,24630,NA,FRTE (AMII),NA,NA,NA,12.84,13.87,16.89,17.25,19.78,22.43,25.51,29.33,33.99,36.06,38.27,44.75,1
71271,Mailly,27,71,109,2,111,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71272,Malay,27,71,192,7,199,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71273,Maltat,27,71,191.47,4,195,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71274,Mancey,27,71,221.33,12,233,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71275,Marcigny,27,71,1188.25,98,1286,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71276,Marcilly-la-Gueurce,27,71,89.4,2,91,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71277,Marcilly-lès-Buxy,27,71,334.66,11,346,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71278,Marigny,27,71,85.7,3,89,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71279,Le Rousset-Marizy,27,71,436.71,13,450,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71280,Marly-sous-Issy,27,71,77.65,3,81,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71281,Marly-sur-Arroux,27,71,173,4,177,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71282,Marmagne,27,71,684.07,25,709,NA,DSDH (AMEL),NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71283,Marnay,27,71,273,6,282,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71284,Martailly-lès-Brancion,27,71,126.45,8,134,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71285,Martigny-le-Comte,27,71,313,6,319,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71286,Mary,27,71,141.73,4,146,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71287,Massilly,27,71,195,10,211,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,94.31,98.1,100,0
71289,Matour,27,71,686.22,36,722,NA,DSDH (AMEL),NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71290,Mazille,27,71,197.9,11,209,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71291,Melay,27,71,512,13,525,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71292,Mellecey,27,71,571,33,621,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,31.08,41.22,44.44,44.44,46.54,46.7,1
71293,Ménetreuil,27,71,241.77,7,249,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71294,Mercurey,27,71,674,59,910,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,5.6,26.7,1
71295,Mervans,27,71,792.44,32,824,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71296,Messey-sur-Grosne,27,71,358.4,13,371,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71297,Mesvres,27,71,501,11,512,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71299,Milly-Lamartine,27,71,186.7,9,196,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,61.73,61.73,61.73,61.73,62.24,1
71300,Le Miroir,27,71,293.76,16,310,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71301,Mont,27,71,102.82,2,105,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71302,Montagny-lès-Buxy,27,71,144.8,16,161,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71303,Montagny-près-Louhans,27,71,255,7,262,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71304,Montagny-sur-Grosne,27,71,74.42,3,77,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71305,Montbellet,27,71,408,23,431,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71306,Montceau-les-Mines,27,71,10812,618,12433,NA,FRTE (AMII),NA,NA,NA,5.54,7.92,11.2,12.98,14.2,20.07,22.34,29.13,41.74,43.72,52.6,59.08,1
71307,Montceaux-l'Étoile,27,71,169.92,3,173,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71308,Montceaux-Ragny,27,71,31,1,32,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71309,Montcenis,27,71,1122.46,39,1161,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71310,Montchanin,27,71,2721.77,127,2849,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71311,Montcony,27,71,186.31,3,189,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71312,Montcoy,27,71,103.05,3,106,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71313,Monthelon,27,71,158.07,6,164,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71314,Montjay,27,71,146.54,3,150,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71315,Mont-lès-Seurre,27,71,84,1,90,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71316,Montmelard,27,71,240.86,9,250,NA,DSDH (AMEL),NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71317,Montmort,27,71,133,6,139,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71318,Montpont-en-Bresse,27,71,692,40,732,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71319,Montret,27,71,420,13,433,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71320,Mont-Saint-Vincent,27,71,194,9,203,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71321,Morey,27,71,114.41,5,119,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71322,Morlet,27,71,65.38,3,68,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71323,Mornay,27,71,148.92,3,152,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71324,Moroges,27,71,317,20,337,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71325,La Motte-Saint-Jean,27,71,610.97,13,624,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71326,Mouthier-en-Bresse,27,71,316.35,10,326,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71327,Mussy-sous-Dun,27,71,203.52,4,208,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71328,Nanton,27,71,369.89,7,377,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71329,Navilly,27,71,246,6,274,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71330,Neuvy-Grandchamp,27,71,413,23,436,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71331,Nochize,27,71,49.75,1,51,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71332,Ormes,27,71,312.7,5,318,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71333,Oslon,27,71,517,12,537,NA,FRTE (AMII),NA,NA,NA,0,0,0,0,0,28.12,29.8,30.73,42.27,54,54,54,1
71334,Oudry,27,71,174.5,7,181,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71335,Ouroux-sous-le-Bois-Sainte-Marie,27,71,75.75,NA,76,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71336,Ouroux-sur-Saône,27,71,1383.27,63,1446,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71337,Oyé,27,71,210,7,217,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71338,Ozenay,27,71,170.06,12,182,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71339,Ozolles,27,71,281,10,291,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71340,Palinges,27,71,832.58,22,855,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71341,Palleau,27,71,117.98,4,122,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71342,Paray-le-Monial,27,71,5366,378,5744,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71343,Paris-l'Hôpital,27,71,190.17,7,197,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,27.92,1
71344,Passy,27,71,67.82,1,69,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71345,Péronne,27,71,302,25,379,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,19.79,19.79,1
71346,Perrecy-les-Forges,27,71,868,29,897,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71347,Perreuil,27,71,264.59,5,270,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71348,Perrigny-sur-Loire,27,71,103.18,3,106,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71349,La Petite-Verrière,27,71,45,1,48,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71350,Pierreclos,27,71,462,27,489,NA,DSDH (AMEL),NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
71351,Pierre-de-Bresse,27,71,1138.48,84,1222,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71352,Le Planois,27,71,76.62,2,79,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71353,Plottes,27,71,335.93,5,341,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71354,Poisson,27,71,285.15,9,294,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71355,Pontoux,27,71,148,5,155,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71356,Pouilloux,27,71,442.4,8,450,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71357,Pourlans,27,71,116,7,123,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71358,Pressy-sous-Dondin,27,71,90.54,NA,91,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71359,Préty,27,71,321,10,347,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,97.69,99.71,100,100,0
71360,Prissé,27,71,900,66,1069,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0.28,42.28,44.15,44.9,44.62,1
71361,Prizy,27,71,47.78,1,49,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71362,Pruzilly,27,71,159.37,5,164,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71363,Le Puley,27,71,63,2,65,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71364,La Racineuse,27,71,96.54,2,99,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71365,Rancy,27,71,310.2,13,323,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71366,Ratenelle,27,71,216.23,6,222,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,1.35,1.35,1.35,1.35,1
71367,Ratte,27,71,233,7,247,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71368,Reclesne,27,71,156,9,165,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71369,Remigny,27,71,214.24,6,220,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71370,Rigny-sur-Arroux,27,71,345.16,13,358,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71371,La Roche-Vineuse,27,71,810.19,67,888,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,25.56,41.89,43.69,45.95,49.32,1
71372,Romanèche-Thorins,27,71,920.36,55,975,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71373,Romenay,27,71,1029,36,1065,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71374,Rosey,27,71,117,3,120,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71376,Roussillon-en-Morvan,27,71,301.88,4,306,NA,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
71377,Royer,27,71,96.83,4,101,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71378,Rully,27,71,785,46,914,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,27.57,27.57,34.03,1
71379,Sagy,27,71,754.77,25,780,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71380,Saillenard,27,71,441.65,12,454,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71381,Sailly,27,71,73.45,2,79,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71382,Saint-Agnan,27,71,406.46,7,413,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71383,Saint-Albain,27,71,270,21,291,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71384,Saint-Ambreuil,27,71,208.3,13,221,NA,FRTE (AMII),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,27.6,1
71385,Saint-Amour-Bellevue,27,71,280.76,26,307,NA,DSDH (AMEL),NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71386,Saint-André-en-Bresse,27,71,62.48,1,63,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71387,Saint-André-le-Désert,27,71,246,9,255,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71388,Saint-Aubin-en-Charollais,27,71,245.44,12,257,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71389,Saint-Aubin-sur-Loire,27,71,195.72,8,204,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71390,Saint-Berain-sous-Sanvignes,27,71,505.5,13,519,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71391,Saint-Bérain-sur-Dheune,27,71,318,11,329,NA,NA,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71392,Saint-Boil,27,71,280.26,15,295,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71393,Saint-Bonnet-de-Cray,27,71,251,3,254,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71394,Saint-Bonnet-de-Joux,27,71,549.17,31,580,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71395,Saint-Bonnet-de-Vieille-Vigne,27,71,157.62,3,161,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
71396,Saint-Bonnet-en-Bresse,27,71,356,4,360,NA,DSDH (AMEL),NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1
